text,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,in_reply_to_user_id,conversation_id,author_id,created_at,id
@OutletFinance @Mastercard @terra_money I just went 💎 🙌 on Outlet! Steady interest rate to park cash while the stock market corrects and wait for an opportunity.,0,0,1,1,1126213538475847680,1482113212766117893,1354810558084653064,2022-01-14T23:03:51.000Z,1482126341457784832
@nicdors @terra_money @NexusProtocol Plz answer @jp12__,0,0,2,0,573129730,1482094504593137668,1211122965875548162,2022-01-14T22:57:42.000Z,1482124795223232512
@crypto_condom @terra_money @fraxfinance @ConvexFinance @VotiumProtocol Is that the UST wormhole?,0,0,1,0,1424441728770220037,1482031419811676161,1147155139372826631,2022-01-14T22:57:38.000Z,1482124780069343235
@deniskryzhowyi @CelerNetwork @MoonbeamNetwork @ZenlinkPro @terra_money Coming soon 100% but first Solana will be connected,1,1,5,0,974775572,1482107031397957633,892345276186361856,2022-01-14T22:55:49.000Z,1482124320172576768
@FynnToTheMoon @terra_money How to get airdrop benifit for $luna stakers??,0,0,0,0,1366420336263245829,1477415008690708481,1931082146,2022-01-14T22:50:56.000Z,1482123093477031938
@nachodonUST @brian_armstrong @terra_money Now it becomes clear.,0,0,0,0,1380663671517454337,1438019467309580288,1277494413413937152,2022-01-14T22:49:47.000Z,1482122802610139139
"@dr_bogdanoff @OutletFinance @Mastercard @terra_money For now, soon merchants might accept $UST",0,0,0,0,1375019949299761152,1482113212766117893,1117977746511151105,2022-01-14T22:46:39.000Z,1482122014513115136
@OutletFinance @Mastercard @terra_money Available in Australia?,0,1,8,0,1126213538475847680,1482113212766117893,1448790352299585582,2022-01-14T22:45:39.000Z,1482121763375153152
"yo #lunatics, is there anywhere to stake my $luna that does not require a lockup? or at least a very temporary lockup?? @terra_money $ust #defi #staking",0,0,0,0,,1482121763123187712,929291458577817600,2022-01-14T22:45:39.000Z,1482121763123187712
@OutletFinance @Mastercard @terra_money When Poland? 🇵🇱,0,0,2,0,1126213538475847680,1482113212766117893,1376993278621548548,2022-01-14T22:45:27.000Z,1482121713076912129
@OutletFinance @Mastercard @terra_money WEN Europe sers,0,0,0,0,1126213538475847680,1482113212766117893,1481566195128147968,2022-01-14T22:40:35.000Z,1482120487073370113
"@NatyShi_ @traderrocko @terra_money @stablekwon @NicolasFlamelX @AlphaSeeker21 @CryptoKaleo @ksicrypto @TerraBitesPod @JayJaboneta @TaikiMaeda2 @danku_r @TheMoonMidas @YieldLabs @loop_finance @lodelascripto And, off course, you Nati! Thanks for mentioning me 🤜🤛",0,1,3,0,175564608,1481979299053899781,1308000587452166146,2022-01-14T22:37:31.000Z,1482119715816411143
"@OutletFinance @Mastercard @terra_money Epic, KYC sers?",0,0,1,0,1126213538475847680,1482113212766117893,1031195162,2022-01-14T22:35:23.000Z,1482119181093027840
@OutletFinance @Mastercard @terra_money So.... No tax if we pay with it compare to the binance card?,0,0,0,0,1126213538475847680,1482113212766117893,1342409329509453824,2022-01-14T22:34:14.000Z,1482118892151611394
@Matrixcar3 @nicdors @terra_money @NexusProtocol I'm quite sure,0,0,1,0,1455224604511936513,1482094504593137668,1367888569151479810,2022-01-14T22:33:18.000Z,1482118654351360007
@ooloo @terra_money There's a new app that was having issues with the l3dger. Maybe it is fixed now (not sure). I've been using the browser wallet since then.,0,0,1,0,125245974,1482095688091586561,437472048,2022-01-14T22:32:34.000Z,1482118469625778180
@seb3point0 @stablekwon @terra_money When lambo,0,0,0,0,15306082,1481696773697589248,922908671398629378,2022-01-14T22:31:29.000Z,1482118198971543559
"@FLP_RD @terra_money altho this doesn't explain why the actually app I installed wasn't connecting to ledg3r but whatever, at least I can access my money again",0,1,0,0,437472048,1482095688091586561,125245974,2022-01-14T22:30:44.000Z,1482118008558567431
@OutletFinance @Mastercard @terra_money It looks amazing!,0,0,1,0,1126213538475847680,1482113212766117893,1445770554967871499,2022-01-14T22:29:13.000Z,1482117626222583811
"@iii_OIO_iii @terra_money I'm considering @galactic_punks as a project, now that a NFT staking is been developing. And @anchor_protocol   is sexy too. aUST to Kujira and so oooooon. @mz22500 and @mattde234 should join us in this trip.",0,0,0,0,1276528724318588929,1481778879882842112,1434227615812964356,2022-01-14T22:28:00.000Z,1482117322298912770
@OutletFinance @Mastercard @terra_money Is this one of the [redacted] 🤔?,0,0,4,0,1126213538475847680,1482113212766117893,1246016817405050883,2022-01-14T22:27:50.000Z,1482117279412273155
@ooloo @terra_money Browser saved you. New ATH sooner than later. Cheers.,0,1,1,0,125245974,1482095688091586561,437472048,2022-01-14T22:26:59.000Z,1482117066215903232
@OutletFinance @Mastercard @terra_money Anything planned for France soon ?,0,0,0,0,1126213538475847680,1482113212766117893,1407302435283079170,2022-01-14T22:25:30.000Z,1482116692838957057
@OutletFinance @Mastercard @terra_money Congrats 🔥 Can't wait to get mine,0,0,0,0,1126213538475847680,1482113212766117893,1145833654486220800,2022-01-14T22:25:14.000Z,1482116626023596032
"#LUNAtics &amp; @terra_money -- this article about Project Dawn outlines that a maximum of 3 million $LUNA will be unlocked each month by TFL to fund infrastructure, devs, and investors. 
https://t.co/LcBqvcZ8NM",1,1,3,1,,1482116445538504705,26044994,2022-01-14T22:24:31.000Z,1482116445538504705
@isfreenow @OutletFinance @Mastercard @terra_money Yes please !!!! EU !! 🙏 pasta fam,0,0,1,0,1224462477594939393,1482113212766117893,1371846608023920651,2022-01-14T22:24:06.000Z,1482116340995575814
@FLP_RD @terra_money I finally figured it out. Browser settings were denying HID connection. https://t.co/zXaxjMCbiY,0,1,1,0,437472048,1482095688091586561,125245974,2022-01-14T22:19:54.000Z,1482115281967325186
"@TheMoonCarl If @Tether_to didn't blacklist me in between ,i will swap it to $UST and then wait for a buying opportunity for $LUNA @terra_money",0,0,2,0,978732571738755072,1482113797213069320,4147212074,2022-01-14T22:17:14.000Z,1482114613533556737
@OutletFinance @Mastercard @terra_money This app not available in my country which is Germany. https://t.co/A8eZEFhmH5,1,0,21,0,1224462477594939393,1482113212766117893,1224462477594939393,2022-01-14T22:14:17.000Z,1482113868344315904
"@SebasCrypto @NexusProtocol @terra_money U want a protocol strictly governed by holders from day 1? U believe that's a good idea?
""...the apex vault for our users to park their bLUNA in. Smart Contract development is completed and under review. Once fully reviewed and tested, update will be proposed by Nexus Governance""",0,0,1,0,943424151351627776,1482048324764979200,1367888569151479810,2022-01-14T22:13:32.000Z,1482113681467092997
"@OutletFinance @Mastercard @terra_money WEN in Europe Sers? Please, ma familia needs it Sers.",0,3,32,0,1126213538475847680,1482113212766117893,1224462477594939393,2022-01-14T22:13:08.000Z,1482113578337550338
@OutletFinance @Mastercard @terra_money How does that work under the hood? I topup the account with $UST and what happens when I pay in my local shop? $UST is sold for fiat currency?,0,1,6,0,1126213538475847680,1482113212766117893,1375019949299761152,2022-01-14T22:12:58.000Z,1482113538722250754
@CelerNetwork @MoonbeamNetwork @ZenlinkPro When bridge with @terra_money ?,2,1,6,0,969093664348631040,1482107031397957633,974775572,2022-01-14T22:12:57.000Z,1482113534372847619
"In the next app update you will see this screen. Next week we will issue the first wave of working physical debit cards.

These cards will allow you to spend your Outlet balance anywhere @Mastercard is accepted. 

This will be the first card using #UST on @terra_money 🌖 https://t.co/3kIJNfe6AK",293,70,1066,63,,1482113212766117893,1126213538475847680,2022-01-14T22:11:40.000Z,1482113212766117893
@ooloo Better call @terra_money https://t.co/5lBbpQPywg,0,1,0,0,125245974,1482095688091586561,437472048,2022-01-14T22:11:01.000Z,1482113049083498499
"@johndav64011707 @terra_money Yeah, not looking for certified financial stmts or anything...but more info seems very reasonable.",0,0,0,0,1362425117842825226,1482002374516424707,26044994,2022-01-14T22:09:21.000Z,1482112629288181762
"@terra_money &amp; #LUNAtics: any data or breakdown of how this month's Project Dawn unlock of 3m (~$250m) $LUNA will be allocated?

How much to investors, infrastructure, devs, etc? Is some of this going toward [REDACTED]? https://t.co/lxIEhJ2hF9",0,0,0,0,1022028994772910086,1482112432743096325,26044994,2022-01-14T22:08:34.000Z,1482112432743096325
@writernoah @terra_money do mentioned hed have transparency reports in april 2021... where are those?,0,1,0,0,26044994,1482002374516424707,1362425117842825226,2022-01-14T22:07:05.000Z,1482112059005407238
"Bullish Stables:
@terra_money 
@fraxfinance 
@MIM_Spell 
@LiquityProtocol 
@Fuse_network",0,0,1,0,1436691763863883778,1482110053431791617,1436691763863883778,2022-01-14T22:05:11.000Z,1482111580515053572
"@terra_money New listing coming soon! 🚀@gate_io Startup will launch #GalaxyHeroesCoin $GHC on January 17th, 2022 at 04:00 AM(UTC).",0,0,0,0,1022028994772910086,1481088303940050945,1390119132281151489,2022-01-14T22:04:40.000Z,1482111448247635973
"@alphaDefi_ @terra_money New listing coming soon! 🚀@gate_io Startup will launch #GalaxyHeroesCoin $GHC on January 17th, 2022 at 04:00 AM(UTC).",0,0,0,0,1387576942363385857,1481988659058561024,1390119132281151489,2022-01-14T22:04:34.000Z,1482111422347812865
"Looks like @galactic_punks // @thegalacticdao  are ready for lift off - destination $LUNA @terra_money LFG!!
🚀🌖 https://t.co/TqyIcHFUOL",0,0,2,0,,1482110338380320775,1396934683808518144,2022-01-14T22:00:15.000Z,1482110338380320775
"@CitrusExchange @avalancheavax @binance @ethereum @0xPolygon @terra_money @CitrusExchange can I go the other way? This seems like a really badass Highway. How about two ways, at least between $Luna and $Sol. @terra_money @solana 

 @kashdefi 👀",0,1,0,0,1481008431041597448,1481470772921184257,1128883586919067648,2022-01-14T21:59:37.000Z,1482110179105644544
@josesbeefy You'll find that most groups are like that... the @cosmos ecosystem is all about connecting and @terra_money all about UST adoption... that permeates to the sub-communities. The more the merrier!,0,0,0,0,4882242822,1482106458984443909,1437972054888812547,2022-01-14T21:58:06.000Z,1482109795213656065
"@TaschaLabs @joaosilvestr @terra_money Stakers in Terra get weekly airdrops for Anchor, MIR etc. Not just in stables. Pretty much the same thing.",0,0,2,0,1078389030,1482045826461540354,1433933824363163649,2022-01-14T21:51:40.000Z,1482108177487642625
@nicdors @terra_money @NexusProtocol just staking my airdrops :-),0,0,2,0,573129730,1482094504593137668,1391044129010982912,2022-01-14T21:51:37.000Z,1482108163872722947
"@seb3point0 @stablekwon @terra_money Ask about:
- busan
- $btc
- anything to un-redact right now?
- what are some major milestones to get $ust to 100bn by EoY?",0,0,0,0,15306082,1481696773697589248,1422879621696077827,2022-01-14T21:50:51.000Z,1482107973342220288
@seb3point0 @Hero_NFT_ @stablekwon @terra_money What's his favorite Korean food that's not actually Korean,0,0,1,0,15306082,1481696773697589248,931161006,2022-01-14T21:49:28.000Z,1482107626146058241
@iii_OIO_iii @AndromedaProt @terra_money Yes please,0,0,0,0,1276528724318588929,1481484183482552320,1446241292384497673,2022-01-14T21:49:11.000Z,1482107552213401600
@seb3point0 @stablekwon @terra_money Ask him what question he's tired of answering 🤣 and what question he wishes people would ask,0,0,0,0,15306082,1481696773697589248,931161006,2022-01-14T21:48:45.000Z,1482107444528513024
"@nicdors @NexusProtocol @terra_money I'm hopeful @NexusProtocol. That said, there are a lot of great projects and protocols out there (...I'm looking at you @anchor_protocol) that can't seem to figure out how to translate a great idea / great product into price appreciation for their token. Fingers crossed.",0,0,0,0,573129730,1482094504593137668,1445223311978516490,2022-01-14T21:43:02.000Z,1482106007232946184
@0xbored @larry0x @seb3point0 @stablekwon @terra_money Outrageous!,0,0,1,0,1428378862296215559,1481696773697589248,535662615,2022-01-14T21:39:50.000Z,1482105200634744832
@jackisnotinab0x @terra_money @galactic_punks @LunaBulls Open source is the way,0,0,2,0,1281152318847832064,1481908881102102528,1447979229602213893,2022-01-14T21:37:36.000Z,1482104636081582080
@lejimmy @seb3point0 @Cephii1 @stablekwon @terra_money Don’t ask him if he thinks Luna will go to $10 anytime soon,0,0,1,0,19207319,1481696773697589248,957738641232678912,2022-01-14T21:36:25.000Z,1482104338269065219
@dogemos @Rahil471 @Zdeadex @terra_money @DesmosNetwork @cosmos @keplrwallet @jack_zampolin @sunnya97 @Trezor I think one easy solution is that all cosmos apps just integrate keplr support. I am just pissed that I needed to move my $UST from @anchor_protocol on my keplr to @terra_money new shitty derivation path chrome extension! Super bad move @terra_money,0,0,2,0,948821285257146368,1481689505472172037,2728570155,2022-01-14T21:34:45.000Z,1482103920780525571
"I would be 0% surprised, if @stablekwon and @terra_money staked some of the #BTC they are going to acquire for their reserves with @THORChain for a casual 30% native APY... 

$LUNA and $UST integration will supercharge both ecosystems. ⚡🌕

Are you ready? 

$RUNE https://t.co/VPbwrvGndr",7,7,95,0,,1482102803581616134,947427910998220800,2022-01-14T21:30:19.000Z,1482102803581616134
@crypto_condom @terra_money @fraxfinance @ConvexFinance @VotiumProtocol I can't help thinking there's a whole lot less competition for bribes on https://t.co/NZkYJfUpF5 than on Convex/Votium.,0,0,0,0,1424441728770220037,1482031419811676161,1229198457560293378,2022-01-14T21:29:41.000Z,1482102645280100357
"@johndav64011707 @terra_money FYI - it's a max of 3M $LUNA each month, not necessarily 3 million every month. Also -that's a TON of money....but not really relative to $LUNA mkt cap &amp; potential capital expenditures related to multi-billion endeavor. I'd need more evidence before categorizing it as dumping.",0,0,0,0,26044994,1482002374516424707,26044994,2022-01-14T21:28:19.000Z,1482102300416086017
@johndav64011707 @terra_money I remember reading about Project Dawn. Do mentioned in the announcement that they'd transparently release info about each of the unlocks. I haven't seen anything about this unlock but perhaps that info will be released w/ [REDACTED].,0,2,0,0,1362425117842825226,1482002374516424707,26044994,2022-01-14T21:27:23.000Z,1482102068005453835
@certik_io @terra_money Humans will always have life-changing wealth thanks to $DIOS #DIOSfinance https://t.co/kN4ivqr27h,0,0,0,0,993673575230996480,1482081436299579402,1473818719910449153,2022-01-14T21:26:32.000Z,1482101850790842369
@seb3point0 @Hero_NFT_ @stablekwon @terra_money Dick size,0,0,1,0,15306082,1481696773697589248,1294982157715288066,2022-01-14T21:26:27.000Z,1482101830679212043
@jack_zampolin @terra_money @kava_platform @Umee_CrossChain Whoever goes balls deep in $KAVA will get rich on yield,0,0,1,0,82412279,1481998567262670850,1328016643096784902,2022-01-14T21:26:22.000Z,1482101809787375617
@iii_OIO_iii @terra_money @TerraSCV @TerraWatchdog Love your work.,0,0,1,0,1276528724318588929,1481965675291758600,1379957637555441666,2022-01-14T21:25:48.000Z,1482101667504201728
@certik_io @terra_money $Dios #DIOSfinance will dominate the ranking list of TVL next year!!! #crypto #bitcoin #bsc https://t.co/G7FSFRroK7,0,0,0,0,993673575230996480,1482081436299579402,1473818719910449153,2022-01-14T21:25:01.000Z,1482101470057369603
"@nicdors @NexusProtocol @terra_money The announcements from today are great! 

But what I didn't understand is the value accrual for PSI holders from these strategies? Was that discussed somewhere?",0,1,4,0,573129730,1482094504593137668,1398906152729993216,2022-01-14T21:20:56.000Z,1482100442238652416
@moonmuggle @TheAmazinCrypto @NEARProtocol @auroraisnear @terra_money $ATOM should also once shared security is live,0,0,0,0,1394651349128785924,1482014046945562628,2757621713,2022-01-14T21:19:14.000Z,1482100017544536069
"@Corp_promotion @Terralytics1 @terra_money There is an awareness of this, and Do himself has pushed the need for it, hence the awarding of nebula tokens to folks who stake away from top 5 validators (but launch is delayed). Guess it is a hard one to solve for.",0,0,2,0,1214135611012993024,1482063918281502730,1372648524655906818,2022-01-14T21:18:14.000Z,1482099763902566400
@iii_OIO_iii @terra_money @TerraSCV @TerraWatchdog Followed mate...,0,0,0,0,1276528724318588929,1481965675291758600,1420445792804868101,2022-01-14T21:16:00.000Z,1482099203744706562
@getSeashell @sandeepnailwal @0xPolygon @terra_money @solana Sir any telegram or discord group not available yet?,0,0,1,0,1388980752310624259,1482069573742436352,1097056740229566469,2022-01-14T21:15:21.000Z,1482099038640312320
@traderrocko @terra_money @stablekwon @NicolasFlamelX @AlphaSeeker21 @CryptoKaleo @ksicrypto @TerraBitesPod @JayJaboneta @TaikiMaeda2 @danku_r @TheMoonMidas @YieldLabs @loop_finance @lodelascripto @Cryp_tino for content in spanish 😉,0,1,3,0,955920554325872640,1481979299053899781,175564608,2022-01-14T21:12:23.000Z,1482098290300706829
@alphaDefi_ @terra_money When airdrop?,0,0,0,0,1387576942363385857,1481988659058561024,1318300709469696003,2022-01-14T21:08:38.000Z,1482097350235594756
"applied for the @terra_money house in @MiamiHackWeek 
…
LETS BUILD https://t.co/zcvxJKJXF8",0,2,24,0,,1482097283504168960,1149494653844119552,2022-01-14T21:08:23.000Z,1482097283504168960
@Terralytics1 @terra_money Agreed. @Cephii1 thoughts?,0,0,0,0,1473090035335536649,1482063918281502730,1448438872854069253,2022-01-14T21:07:22.000Z,1482097028846915585
"@nicdors @NexusProtocol @terra_money 100% agree. Can’t wait to start playing around with leveraging LP positions with @NexusProtocol, gonna be unreal",0,0,3,0,573129730,1482094504593137668,1223077906823315456,2022-01-14T21:07:05.000Z,1482096958559100928
@nicdors @terra_money @NexusProtocol Not sure PSI will make it,0,1,0,0,573129730,1482094504593137668,1455224604511936513,2022-01-14T21:05:19.000Z,1482096514352795656
@BtTrey5 @TheAmazinCrypto @NEARProtocol @auroraisnear @terra_money So they somehow hid my original reply? I didn’t think that was possible. Well what I said was that @terra_money  already does this for $LUNA stakers to distribute $LINa $ IST and other tokens,0,1,0,0,1394651349128785924,1482014046945562628,1394651349128785924,2022-01-14T21:04:55.000Z,1482096412536057864
"@unl1k3ly @terra_money 💪 guess it will be like holding a handstand, stength factor through funding",0,0,1,0,56556234,1481949859548921860,1367888569151479810,2022-01-14T21:04:50.000Z,1482096393623851012
"@nicdors @terra_money @NexusProtocol I’ve been accumulating like a hamster all these months, the drawdown wasn’t pleasant, but I think we are coming on the other end now.",0,1,9,0,573129730,1482094504593137668,14373276,2022-01-14T21:01:31.000Z,1482095557854257154
@USTmarketcap Congrats @terra_money,0,0,0,0,1461683235788890113,1481691842190225408,1480856436787879941,2022-01-14T21:00:37.000Z,1482095331156320263
@BtTrey5 @TheAmazinCrypto @NEARProtocol @auroraisnear @terra_money I guess they realized their mistake!,0,1,0,0,2757621713,1482014046945562628,1394651349128785924,2022-01-14T20:59:59.000Z,1482095171118551043
@tuanl34 @terra_money Yeah! A small effort I think 😉,0,1,1,0,3433817566,1481904394212110338,1444003402246197252,2022-01-14T20:58:46.000Z,1482094867224350724
@PantosIO @solana @Cardano @terra_money Hoq about future big  (giant) players like #CRO/#Cronos/#Cryptocom?,0,0,0,0,950678615473164288,1481990198582038533,2869682453,2022-01-14T20:57:44.000Z,1482094605470470152
"This level of work and innovation is unparalleled imo in the @terra_money ecosystem imo. 

Not fading other teams… just saying @NexusProtocol is on another level. 

$Psi bears may want to reconsider. https://t.co/ul2XnYXBdR",17,12,125,0,,1482094504593137668,573129730,2022-01-14T20:57:20.000Z,1482094504593137668
"@aaronyxymplyr @PushaUST @terra_money @galactic_punks @LunaBulls @HellCatsNFT @wagmimonkeez @terraterrapins @PoppinPuffins @terra_bots_io Haha! You have the forbidden fruit 👀 go on then, maybe help me select a TP..",0,0,1,0,1274974824104943617,1482083028046430215,1066324860337557504,2022-01-14T20:56:58.000Z,1482094410930262023
@iii_OIO_iii @eyepatchneil @terra_money @TeamKujira @orion_money @mf_vroom @iii_OIO_iii is legend,0,0,1,0,1276528724318588929,1481778879882842112,22584336,2022-01-14T20:55:33.000Z,1482094057501380608
@certik_io @terra_money Defi 2.0 Led by OHM is creating a new trend for the market. I put my trust in the diosfinance project on Binance Smart Chain. #BSC #diosfinance https://t.co/oyCL4AVsyh,0,0,0,0,993673575230996480,1482081436299579402,1474336001577218053,2022-01-14T20:54:45.000Z,1482093856107950085
@DramaLLuna @terra_money Thank you! Wasn't aware of such agreement. Looks like more than 3M $LUNA needs to be burned each month to reduce the total circulating supply then?,0,1,1,0,1444003402246197252,1481904394212110338,3433817566,2022-01-14T20:54:27.000Z,1482093779771404288
@LearnTHORChain @THORmaximalist @terra_money bitcoin had this goal. when you buy usdt or some other wrapped token you are on centralized hands,0,0,1,0,1456354717416583169,1481853222826381315,1365908900990615552,2022-01-14T20:54:13.000Z,1482093721101512709
"@certik_io @terra_money ""Because of 192,0770,194.3% APY, I believe that buying #DIOS #DIOSfinance will be the greatest option for us this time. It will get $1000 with the new mechanism in the future https://t.co/q3UjcIiCEp",0,0,0,0,993673575230996480,1482081436299579402,1474336001577218053,2022-01-14T20:53:02.000Z,1482093424203689984
"@getSeashell @sandeepnailwal @0xPolygon @terra_money @solana i have a question 
will he have a Token ?",0,1,0,0,1388980752310624259,1482069573742436352,4599476123,2022-01-14T20:52:21.000Z,1482093249527435266
@hutchonthego @PushaUST @Cephii1 @Shigeo808 @terra_money @IcedOutBulls @wagmimonkeez @HellCatsNFT @HellCatsNFT has sick art and im definitely hodling some HCs as well 💯,0,0,0,0,3190103718,1482051239273803784,1479101261798461444,2022-01-14T20:50:53.000Z,1482092880462331908
"How decentralized is @terra_money? 

The Top 10 validators combine for 37.4% voting power! $Luna $UST https://t.co/TcDT9JWQpe",0,0,1,0,,1482092763902619648,1214135611012993024,2022-01-14T20:50:25.000Z,1482092763902619648
@Terralytics1 @terra_money We need to bring more awareness to this,0,1,7,0,1473090035335536649,1482063918281502730,1214135611012993024,2022-01-14T20:49:59.000Z,1482092654078926853
@WOOnetwork @terra_money Fantastic news. Looking forward to seeing what dapps @WOOnetwork can create for the @terra_money eco,0,1,3,0,1007035113065144320,1481948815368364033,237048955,2022-01-14T20:49:51.000Z,1482092621548105728
@terra_money @CitrusExchange Or don't! 🌕🌕🌕,0,0,0,0,1022028994772910086,1482039616551149568,1468584193491980288,2022-01-14T20:45:57.000Z,1482091638692487175
"@kashdefi @kashdefi..the $UST @terra_money
On-boardooooor https://t.co/lDEaYzPlWi",0,1,2,0,1331589244071112705,1482071874699886593,1367019754066751489,2022-01-14T20:45:21.000Z,1482091488641175552
@OutletFinance @terra_money Was this the huge update?,0,0,0,0,1126213538475847680,1482054400172511236,814919136618905601,2022-01-14T20:44:29.000Z,1482091268574490626
"@iii_OIO_iii @terra_money I'm very looking forward to @prism_protocol  and what @orion_money has in the works.
@DBLuckyOfficial @rebel_defi",0,0,0,0,1276528724318588929,1481778879882842112,1391148191643410433,2022-01-14T20:44:28.000Z,1482091268209401856
"@Credible_Chr1s @crypto_condom @terra_money @fraxfinance @ConvexFinance @VotiumProtocol Thanks. I'm kind of new to this. How do you actually do it? For instance, if I just wanted Luna. I can buy CVX and lock it on the CVX site and then go to Votium . . . What happens there?",0,1,1,0,1105987365309304832,1482031419811676161,1090378195675856898,2022-01-14T20:44:03.000Z,1482091163180052487
@PushaUST @Lost0nLand @Cephii1 @Shigeo808 @terra_money @IcedOutBulls @wagmimonkeez @HellCatsNFT I've always liked the looks of them cats,0,1,2,0,1459364929887039492,1482051239273803784,3190103718,2022-01-14T20:42:33.000Z,1482090783456985088
@certik_io @terra_money $DIOS is always on my attention; Gems with a low marketcap $DIOS staking IS LIVE #BSC #btc #staking #earnmoney #rebasetoken https://t.co/5rT9Gl3Wjc,0,0,0,0,993673575230996480,1482081436299579402,1474246715267899394,2022-01-14T20:42:32.000Z,1482090780290588672
@TheOak97 @crypto_condom @terra_money @fraxfinance @ConvexFinance @VotiumProtocol You can split it up any way you want,0,1,1,0,1090378195675856898,1482031419811676161,1105987365309304832,2022-01-14T20:42:16.000Z,1482090713764487175
@certik_io @terra_money I believe $DIOS #DIOSfinance will easily 1000x. This is a fantastic project with a bright future. I'm hoping that this project goes on as planned because it has a great team behind it!! https://t.co/PqqnQPBcr2,0,0,0,0,993673575230996480,1482081436299579402,1474246715267899394,2022-01-14T20:41:00.000Z,1482090393277956096
"@etant0x @crypto_condom @terra_money @fraxfinance @ConvexFinance @VotiumProtocol @jeremyongws Bribers pool on curve receive crv tokens as well, proportional to how much they bribe.  

Being profitable means bribing with x amount and the pool receives greater than x.",0,0,0,0,1454260066647937024,1482031419811676161,3116137087,2022-01-14T20:39:59.000Z,1482090139665203200
"@iii_OIO_iii @terra_money @prism_protocol &amp; @mars_protocol are game changing projects

@dee_pockets 
@cc_manky",0,1,0,0,1276528724318588929,1481778879882842112,1215516187431403521,2022-01-14T20:38:56.000Z,1482089871913144321
"@certik_io @terra_money !!! By staking $DIOS, you will be rewarded. #BSC #crypto #bitcoin #bsc #airdrop #staking #cryptonews #earnmoney #defi #cryptocurrency #cz_binance #Diosfinance"" https://t.co/P2PQdT1OIV",0,0,1,0,993673575230996480,1482081436299579402,1474311500424638467,2022-01-14T20:38:31.000Z,1482089768490254336
"@certik_io @terra_money Because of the strategic partnership, attracting investors, and creating quick profit, I am convinced that if I invest in $DIOS, my asset will rise by more than 10x in a short period of time |  #DIOSfinance #BSC @cz_binance https://t.co/0rWz4C800c",0,0,1,0,993673575230996480,1482081436299579402,1474311500424638467,2022-01-14T20:36:57.000Z,1482089374057902080
"@hutchonthego @Lost0nLand @Cephii1 @Shigeo808 @terra_money @IcedOutBulls @wagmimonkeez Awesome GP and LB, Hutch! Check out @HellCatsNFT . Artwork has Bored Ape vibes. https://t.co/D7ydbJcdTK",0,1,3,0,3190103718,1482051239273803784,1459364929887039492,2022-01-14T20:36:40.000Z,1482089303203266560
BULLISH. ON. @terra_money. RIGHT. NOW 🌈✌️ https://t.co/ZX2jOB3e6G,0,0,1,0,,1482089044431486983,3347764750,2022-01-14T20:35:38.000Z,1482089044431486983
@seb3point0 @stablekwon @terra_money Where's Alice? :-),0,0,0,0,15306082,1481696773697589248,17493562,2022-01-14T20:34:45.000Z,1482088820967419909
@jobsincrypto @vertex_protocol @terra_money Reading these sometimes is how you get alpha in crypto,0,0,3,0,919314949909958658,1482061104256004098,3104409385,2022-01-14T20:34:19.000Z,1482088711307288576
"@writernoah @terra_money you must have 0 idea what project dawn is. TL;DR, its do and company way to dump luna to take profits. 3 million luna per month  for ""operating"" costs. Trojan horse more",0,1,0,0,26044994,1482002374516424707,1362425117842825226,2022-01-14T20:31:38.000Z,1482088038389977091
"@TheRyanLion @Atlo_Protocol @terra_money Of course Canada isn't allowed to participate 😒 I love being part of a group that includes USA, Syria, Afghanistan and North Korea...",0,1,2,0,1326366156173824000,1482073017706500100,1348353066861555713,2022-01-14T20:26:26.000Z,1482086728445874178
"@PushaUST @terra_money @galactic_punks @LunaBulls @HellCatsNFT @wagmimonkeez @terraterrapins @PoppinPuffins And the @terra_bots_io Apple Gang, even though they won't let me be official without a green apple (ahem @gshand_3) https://t.co/GeKfnfNY1k",0,1,1,0,1274974824104943617,1482083028046430215,1274974824104943617,2022-01-14T20:25:57.000Z,1482086607939330049
@Credible_Chr1s @crypto_condom @terra_money @fraxfinance @ConvexFinance @VotiumProtocol When you lock CVX is there a way to direct rewards into one or two coins or do you have to get rewards in all of them?,0,1,2,0,1105987365309304832,1482031419811676161,1090378195675856898,2022-01-14T20:25:24.000Z,1482086466981445632
"@PushaUST @terra_money @galactic_punks @LunaBulls @HellCatsNFT @wagmimonkeez It really is! Excited to be part of some great communities. 
@terraterrapins #turtlegang
@PoppinPuffins Aurora colony
@HellCatsNFT 1%ers
@LunaBulls Caesar Bulls https://t.co/fc99GV2Z6b",1,1,6,0,1459364929887039492,1482083028046430215,1274974824104943617,2022-01-14T20:24:47.000Z,1482086313239224321
"@iii_OIO_iii @terra_money 1. Downloaded.
2. @wagmimonkeez @anchor_protocol 
3. 🆒🆒🆒🆒🆒😎 @cryptophrex @crypto_pb
4. Followed even though YDGAF

$Luna LFG https://t.co/mZeoQtP1t5",0,0,0,0,1276528724318588929,1481778879882842112,1400270852625555460,2022-01-14T20:24:18.000Z,1482086193341034496
@certik_io @terra_money I think getting #DIOSfinance will be the best option for us this time because of its amazing reward from staking. Buying $DIOS now to get cheaper coin!!!! https://t.co/kUyrpDXrX6,0,0,0,0,993673575230996480,1482081436299579402,1474570895695908864,2022-01-14T20:18:50.000Z,1482084816594292736
